date,category,daily_spend
2026-07-04,Rent & Utilities,29.44
2026-07-05,Rent & Utilities,31.15
2026-07-06,Rent & Utilities,29.67
2026-07-07,Rent & Utilities,29.73
2026-07-08,Rent & Utilities,28.95
2026-07-09,Rent & Utilities,29.41
2026-07-10,Rent & Utilities,29.96
2026-07-11,Rent & Utilities,26.93
2026-07-12,Rent & Utilities,27.48
2026-07-13,Rent & Utilities,30.61
2026-07-14,Rent & Utilities,29.76
2026-07-15,Rent & Utilities,29.22
2026-07-16,Rent & Utilities,29.53
2026-07-17,Rent & Utilities,30.02
2026-07-18,Rent & Utilities,28.69
2026-07-19,Rent & Utilities,28.33
2026-07-20,Rent & Utilities,29.79
2026-07-21,Rent & Utilities,28.03
2026-07-22,Rent & Utilities,30.11
2026-07-23,Rent & Utilities,26.95
2026-07-24,Rent & Utilities,31.04
2026-07-25,Rent & Utilities,30.21
2026-07-26,Rent & Utilities,29.88
2026-07-27,Rent & Utilities,30.97
2026-07-28,Rent & Utilities,32.0
2026-07-29,Rent & Utilities,31.02
2026-07-30,Rent & Utilities,26.74
2026-07-31,Rent & Utilities,27.58
2026-08-01,Rent & Utilities,28.56
2026-08-02,Rent & Utilities,29.54
2026-08-03,Rent & Utilities,30.28
2026-08-04,Rent & Utilities,28.41
2026-08-05,Rent & Utilities,29.78
2026-08-06,Rent & Utilities,28.37
2026-08-07,Rent & Utilities,28.58
2026-08-08,Rent & Utilities,27.39
2026-08-09,Rent & Utilities,28.12
2026-08-10,Rent & Utilities,27.47
2026-08-11,Rent & Utilities,28.04
2026-08-12,Rent & Utilities,31.08
2026-08-13,Rent & Utilities,28.08
2026-08-14,Rent & Utilities,33.45
2026-08-15,Rent & Utilities,30.24
2026-08-16,Rent & Utilities,29.78
2026-08-17,Rent & Utilities,28.21
2026-08-18,Rent & Utilities,30.55
2026-08-19,Rent & Utilities,28.64
2026-08-20,Rent & Utilities,29.68
2026-08-21,Rent & Utilities,33.34
2026-08-22,Rent & Utilities,29.36
2026-08-23,Rent & Utilities,31.22
2026-08-24,Rent & Utilities,28.45
2026-08-25,Rent & Utilities,29.45
2026-08-26,Rent & Utilities,32.16
2026-08-27,Rent & Utilities,28.56
2026-08-28,Rent & Utilities,32.22
2026-08-29,Rent & Utilities,30.56
2026-08-30,Rent & Utilities,28.66
2026-08-31,Rent & Utilities,30.45
2026-09-01,Rent & Utilities,30.96
2026-09-02,Rent & Utilities,30.43
2026-04-01,Remittance / Family Support,0.29
2026-04-02,Remittance / Family Support,0.38
2026-04-03,Remittance / Family Support,0.43
2026-04-04,Remittance / Family Support,119.66
2026-04-05,Remittance / Family Support,0.51
2026-04-06,Remittance / Family Support,0.47
2026-04-07,Remittance / Family Support,0.32
2026-04-08,Remittance / Family Support,0.49
2026-04-09,Remittance / Family Support,0.51
2026-04-10,Remittance / Family Support,0.51
2026-04-11,Remittance / Family Support,0.56
2026-04-12,Remittance / Family Support,0.53
2026-04-13,Remittance / Family Support,0.5
2026-04-14,Remittance / Family Support,0.44
2026-04-15,Remittance / Family Support,90.67
2026-04-16,Remittance / Family Support,0.49
2026-04-17,Remittance / Family Support,0.47
2026-04-18,Remittance / Family Support,106.7
2026-04-19,Remittance / Family Support,0.32
2026-04-20,Remittance / Family Support,0.34
2026-04-21,Remittance / Family Support,0.56
2026-04-22,Remittance / Family Support,0.45
2026-04-23,Remittance / Family Support,84.66
2026-04-24,Remittance / Family Support,0.45
2026-04-25,Remittance / Family Support,0.45
2026-04-26,Remittance / Family Support,0.54
2026-04-27,Remittance / Family Support,0.4
2026-04-28,Remittance / Family Support,0.46
2026-04-29,Remittance / Family Support,0.4
2026-04-30,Remittance / Family Support,0.41
2026-05-01,Remittance / Family Support,0.42
2026-05-02,Remittance / Family Support,0.47
2026-05-03,Remittance / Family Support,120.71
2026-05-04,Remittance / Family Support,0.58
2026-05-05,Remittance / Family Support,0.36
2026-05-06,Remittance / Family Support,0.43
2026-05-07,Remittance / Family Support,0.41
2026-05-08,Remittance / Family Support,0.59
2026-05-09,Remittance / Family Support,0.47
2026-05-10,Remittance / Family Support,0.55
2026-05-11,Remittance / Family Support,0.3
2026-05-12,Remittance / Family Support,0.48
2026-05-13,Remittance / Family Support,0.54
2026-05-14,Remittance / Family Support,0.46
2026-05-15,Remittance / Family Support,0.56
2026-05-16,Remittance / Family Support,0.4
2026-05-17,Remittance / Family Support,0.59
2026-05-18,Remittance / Family Support,0.68
2026-05-19,Remittance / Family Support,0.41
2026-05-20,Remittance / Family Support,0.41
2026-05-21,Remittance / Family Support,0.6
2026-05-22,Remittance / Family Support,0.61
2026-05-23,Remittance / Family Support,0.4
2026-05-24,Remittance / Family Support,0.41
2026-05-25,Remittance / Family Support,0.42
2026-05-26,Remittance / Family Support,0.32
2026-05-27,Remittance / Family Support,0.36
2026-05-28,Remittance / Family Support,0.35
2026-05-29,Remittance / Family Support,0.37
2026-05-30,Remittance / Family Support,0.45
2026-05-31,Remittance / Family Support,0.47
2026-06-01,Remittance / Family Support,0.61
2026-06-02,Remittance / Family Support,0.35
2026-06-03,Remittance / Family Support,0.55
2026-06-04,Remittance / Family Support,0.43
2026-06-05,Remittance / Family Support,0.45
2026-06-06,Remittance / Family Support,0.52
2026-06-07,Remittance / Family Support,0.34
2026-06-08,Remittance / Family Support,0.49
2026-06-09,Remittance / Family Support,0.47
2026-06-10,Remittance / Family Support,0.5
2026-06-11,Remittance / Family Support,109.01
2026-06-12,Remittance / Family Support,0.7
2026-06-13,Remittance / Family Support,0.39
2026-06-14,Remittance / Family Support,0.4
2026-06-15,Remittance / Family Support,0.39
2026-06-16,Remittance / Family Support,0.39
2026-06-17,Remittance / Family Support,0.39
2026-06-18,Remittance / Family Support,0.57
2026-06-19,Remittance / Family Support,0.59
2026-06-20,Remittance / Family Support,0.39
2026-06-21,Remittance / Family Support,0.37
2026-06-22,Remittance / Family Support,0.5
2026-06-23,Remittance / Family Support,0.39
2026-06-24,Remittance / Family Support,0.51
2026-06-25,Remittance / Family Support,0.47
2026-06-26,Remittance / Family Support,0.3
2026-06-27,Remittance / Family Support,0.6
2026-06-28,Remittance / Family Support,0.63
2026-06-29,Remittance / Family Support,0.39
2026-06-30,Remittance / Family Support,0.41
2026-07-01,Remittance / Family Support,0.48
2026-07-02,Remittance / Family Support,0.48
2026-07-03,Remittance / Family Support,0.52
2026-07-04,Remittance / Family Support,0.65
2026-07-05,Remittance / Family Support,92.57
2026-07-06,Remittance / Family Support,0.37
2026-07-07,Remittance / Family Support,0.31
2026-07-08,Remittance / Family Support,0.38
2026-07-09,Remittance / Family Support,0.45
2026-07-10,Remittance / Family Support,0.63
2026-07-11,Remittance / Family Support,0.4
2026-07-12,Remittance / Family Support,0.47
2026-07-13,Remittance / Family Support,0.45
2026-07-14,Remittance / Family Support,0.57
2026-07-15,Remittance / Family Support,0.7
2026-07-16,Remittance / Family Support,0.4
2026-07-17,Remittance / Family Support,0.4
2026-07-18,Remittance / Family Support,0.55
2026-07-19,Remittance / Family Support,0.52
2026-07-20,Remittance / Family Support,0.63
2026-07-21,Remittance / Family Support,0.51
2026-07-22,Remittance / Family Support,0.41
2026-07-23,Remittance / Family Support,0.51
2026-07-24,Remittance / Family Support,0.56
2026-07-25,Remittance / Family Support,0.53
2026-07-26,Remittance / Family Support,0.5
2026-07-27,Remittance / Family Support,0.56
2026-07-28,Remittance / Family Support,142.93
2026-07-29,Remittance / Family Support,0.59
2026-07-30,Remittance / Family Support,0.51
2026-07-31,Remittance / Family Support,0.43
2026-08-01,Remittance / Family Support,0.46
2026-08-02,Remittance / Family Support,0.57
2026-08-03,Remittance / Family Support,0.37
2026-08-04,Remittance / Family Support,0.49
2026-08-05,Remittance / Family Support,0.41
2026-08-06,Remittance / Family Support,93.74
2026-08-07,Remittance / Family Support,94.94
2026-08-08,Remittance / Family Support,0.47
2026-08-09,Remittance / Family Support,0.45
2026-08-10,Remittance / Family Support,0.31
2026-08-11,Remittance / Family Support,0.52
2026-08-12,Remittance / Family Support,0.51
2026-08-13,Remittance / Family Support,0.67
2026-08-14,Remittance / Family Support,0.42
2026-08-15,Remittance / Family Support,0.47
2026-08-16,Remittance / Family Support,0.47
2026-08-17,Remittance / Family Support,0.61
2026-08-18,Remittance / Family Support,0.44
2026-08-19,Remittance / Family Support,0.48
2026-08-20,Remittance / Family Support,0.51
2026-08-21,Remittance / Family Support,135.7
2026-08-22,Remittance / Family Support,0.41
2026-08-23,Remittance / Family Support,0.47
2026-08-24,Remittance / Family Support,0.56
2026-08-25,Remittance / Family Support,0.35
2026-08-26,Remittance / Family Support,0.46
2026-08-27,Remittance / Family Support,0.38
2026-08-28,Remittance / Family Support,0.57
2026-08-29,Remittance / Family Support,0.3
2026-08-30,Remittance / Family Support,0.39
2026-08-31,Remittance / Family Support,0.49
2026-09-01,Remittance / Family Support,0.61
2026-09-02,Remittance / Family Support,0.44
